"passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"Italy","380","ITA","IT",80,"Alessandro","","Matri","3315","1984-08-19",183,"FW","FWD","Forward","Italy","380","ITA","IT",20478,"right","A. Matri","null"
"Italy","380","ITA","IT",79,"Fabio","","Quagliarella","3164","1983-01-31",180,"FW","FWD","Forward","Italy","380","ITA","IT",20479,"right","F. Quagliarella","null"
"Italy","380","ITA","IT",79,"Antonio","","Mirante","3166","1983-07-08",193,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",20483,"right","A. Mirante","null"
"Italy","380","ITA","IT",79,"Massimo","","Gobbi","3165","1980-10-31",183,"DF","DEF","Defender","Italy","380","ITA","IT",20495,"left","M. Gobbi","null"
"Portugal","620","PRT","PT",83,"Danilo Lu\u00eds","","H\u00e9lio Pereira","9606","1991-09-09",187,"MD","MID","Midfielder","Guinea-Bissau","624","GNB","GW",20496,"right","Danilo Pereira","null"
"Italy","380","ITA","IT",80,"Sergio","","Floccari","3204","1981-11-12",180,"FW","FWD","Forward","Italy","380","ITA","IT",20503,"right","S. Floccari","null"
"Italy","380","ITA","IT",80,"Matteo","","Bianchetti","3194","1993-03-17",189,"DF","DEF","Defender","Italy","380","ITA","IT",20512,"right","M. Bianchetti","null"
"Italy","380","ITA","IT",71,"Marco Davide","","Faraoni","3197","1991-10-25",180,"DF","DEF","Defender","Italy","380","ITA","IT",20516,"right","D. Faraoni","null"
"Japan","392","JPN","JP",68,"Yuto","","Nagatomo","4492","1986-09-12",170,"DF","DEF","Defender","Japan","392","JPN","JP",20517,"right","Y. Nagatomo","12913"
"Brazil","76","BRA","BR",76,"Juan Guilherme","","Nunes Jesus","3158","1991-06-10",185,"DF","DEF","Defender","Brazil","76","BRA","BR",20518,"left","Juan Jesus","null"
"Italy","380","ITA","IT",81,"Andrea","","Ranocchia","3161","1988-02-16",195,"DF","DEF","Defender","Italy","380","ITA","IT",20519,"right","A. Ranocchia","null"
"Italy","380","ITA","IT",84,"Ricardo Gabriel","","\u00c1lvarez","3164","1988-04-12",188,"MD","MID","Midfielder","Argentina","32","ARG","AR",20523,"left","R. \u00c1lvarez","null"
"Nigeria","566","NGA","NG",71,"Joel","","Chukwuma Obi","3165","1991-05-22",176,"MD","MID","Midfielder","Nigeria","566","NGA","NG",20525,"left","J. Obi","16823"
"Italy","380","ITA","IT",80,"Lorenzo","","Crisetig","3166","1993-01-20",183,"MD","MID","Midfielder","Italy","380","ITA","IT",20526,"left","L. Crisetig","null"
"Italy","380","ITA","IT",77,"Andrea","","Poli","3166","1989-09-29",182,"MD","MID","Midfielder","Italy","380","ITA","IT",20529,"right","A. Poli","null"
"France","250","FRA","FR",73,"Val\u00e8re","","Germain","3771","1990-04-17",180,"FW","FWD","Forward","France","250","FRA","FR",134494,"right","V. Germain","null"
"Italy","380","ITA","IT",74,"Giampaolo","","Pazzini","695","1984-08-02",180,"FW","FWD","Forward","Italy","380","ITA","IT",20536,"right","G. Pazzini","null"
"Italy","380","ITA","IT",89,"Albano Benjam\u00edn","","Bizzarri","3163","1977-11-09",193,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",20540,"right","A. Bizzarri","null"
"Italy","380","ITA","IT",82,"Federico","","Marchetti","3162","1983-02-07",188,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",20541,"left","F. Marchetti","null"
"France","250","FRA","FR",89,"Mike","","Maignan","3776","1995-07-03",191,"GK","GKP","Goalkeeper","French Guiana","254","GUF","GF",134496,"right","M. Maignan","null"
"France","250","FRA","FR",61,"Alois","","Confais","3795","1996-09-07",174,"MD","MID","Midfielder","France","250","FRA","FR",249926,"right","A. Confais","null"
"Italy","380","ITA","IT",72,"Antonio","","Candreva","3161","1987-02-28",180,"MD","MID","Midfielder","Italy","380","ITA","IT",20556,"right","A. Candreva","null"
"Switzerland","756","CHE","CH",75,"Senad","","Luli\u0107","3162","1986-01-18",183,"MD","MID","Midfielder","Bosnia-Herzegovina","70","BIH","BA",20561,"right","S. Luli\u0107","10001"
"Slovenia","705","SVN","SI",89,"Samir","","Handanovi\u010d","3161","1984-07-14",193,"GK","GKP","Goalkeeper","Slovenia","705","SVN","SI",20571,"right","S. Handanovi\u010d","null"
"Italy","380","ITA","IT",82,"Daniele","","Padelli","3161","1985-10-25",191,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",20572,"right","D. Padelli","null"
"Belgium","56","BEL","BE",94,"Thibaut","","Courtois","675","1992-05-11",199,"GK","GKP","Goalkeeper","Belgium","56","BEL","BE",3429,"left","T. Courtois","5629"
"Morocco","504","MAR","MA",92,"Medhi Amine","","El Mouttaqi Benatia","3159","1987-04-17",190,"DF","DEF","Defender","France","250","FRA","FR",20579,"right","M. Benatia","16216"
"Italy","380","ITA","IT",75,"Danilo","","Larangeira","3163","1984-05-10",184,"DF","DEF","Defender","Brazil","76","BRA","BR",20583,"right","Danilo","null"
"Brazil","76","BRA","BR",76,"Jo\u00e3o","","Miranda de Souza Filho","3161","1984-09-07",186,"DF","DEF","Defender","Brazil","76","BRA","BR",3431,"right","Jo\u00e3o Miranda","6380"
"Ghana","288","GHA","GH",78,"Kwadwo","","Asamoah","3159","1988-12-09",178,"MD","MID","Midfielder","Ghana","288","GHA","GH",20588,"left","K. Asamoah","null"
"Switzerland","756","CHE","CH",70,"G\u00e9lson da Concei\u00e7\u00e3o Tavares","","Fernandes","2462","1986-09-02",179,"MD","MID","Midfielder","Cape Verde Islands","132","CPV","CV",20591,"right","G. Fernandes","6697"
"Brazil","76","BRA","BR",81,"Angelo Esmael","","da Costa J\u00fanior","3166","1983-11-12",186,"GK","GKP","Goalkeeper","Brazil","76","BRA","BR",20604,"right","Angelo da Costa","null"
"Italy","380","ITA","IT",73,"Andrea","","Costa","3219","1986-02-01",182,"DF","DEF","Defender","Italy","380","ITA","IT",20609,"left","A. Costa","null"
"Italy","380","ITA","IT",76,"Roberto","","Soriano","682","1991-02-08",182,"MD","MID","Midfielder","Germany","276","DEU","DE",20623,"right","R. Soriano","null"
"Germany","276","DEU","DE",72,"Pascal","","Stenzel","2453","1996-03-20",183,"DF","DEF","Defender","Germany","276","DEU","DE",272378,"right","P. Stenzel","3155"
"Italy","380","ITA","IT",74,"Eder","","Citadin Martins","3161","1986-11-15",179,"FW","FWD","Forward","Brazil","76","BRA","BR",20626,"right","Eder","null"
"Italy","380","ITA","IT",80,"Christian","","Puggioni","3219","1981-01-17",187,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",20632,"right","C. Puggioni","null"
"Italy","380","ITA","IT",82,"Stefano","","Sorrentino","3165","1979-03-28",185,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",20633,"right","S. Sorrentino","null"
"Italy","380","ITA","IT",88,"Francesco","","Acerbi","3315","1988-02-10",192,"DF","DEF","Defender","Italy","380","ITA","IT",20635,"left","F. Acerbi","null"
"Italy","380","ITA","IT",81,"Marco","","Andreolli","3173","1986-06-10",187,"DF","DEF","Defender","Italy","380","ITA","IT",20636,"right","M. Andreolli","null"
"Italy","380","ITA","IT",78,"Dario","","Dainelli","3165","1979-06-09",191,"DF","DEF","Defender","Italy","380","ITA","IT",20638,"right","D. Dainelli","null"
"Italy","380","ITA","IT",76,"Facundo Sebasti\u00e1n","","Roncaglia","692","1987-02-10",179,"DF","DEF","Defender","Argentina","32","ARG","AR",86183,"right","F. Roncaglia","null"
"Italy","380","ITA","IT",75,"Luca","","Rigoni","3193","1984-12-07",185,"MD","MID","Midfielder","Italy","380","ITA","IT",20655,"right","L. Rigoni","null"
"Italy","380","ITA","IT",82,"Alberto","","Paloschi","3204","1990-01-04",182,"FW","FWD","Forward","Italy","380","ITA","IT",20661,"right","A. Paloschi","null"
"France","250","FRA","FR",78,"Cyril","","Th\u00e9r\u00e9au","3176","1983-04-24",189,"FW","FWD","Forward","France","250","FRA","FR",20663,"right","C. Th\u00e9r\u00e9au","null"
"Argentina","32","ARG","AR",78,"Sergio Ezequiel","","Ara\u00fajo","12511","1992-01-28",180,"FW","FWD","Forward","Argentina","32","ARG","AR",86200,"right","S. Ara\u00fajo","null"
"Italy","380","ITA","IT",84,"Ger\u00f3nimo","","Rulli","687","1992-05-20",189,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",86212,"right","G. Rulli","null"
"Denmark","208","DNK","DK",88,"Frederik","","Hillesborg S\u00f8rensen","2463","1992-04-14",194,"DF","DEF","Defender","Denmark","208","DNK","DK",20680,"right","F. S\u00f8rensen","null"
"Spain","724","ESP","ES",83,"Gabriel Iv\u00e1n","","Mercado","680","1987-03-18",180,"DF","DEF","Defender","Argentina","32","ARG","AR",86220,"right","G. Mercado","12274"
"Slovenia","705","SVN","SI",78,"Rene","","Krhin","3770","1990-05-21",189,"MD","MID","Midfielder","Slovenia","705","SVN","SI",20685,"right","R. Krhin","12046"
"Uruguay","858","URY","UY",78,"Gast\u00f3n Exequiel","","Ram\u00edrez Pereyra","3164","1990-12-02",183,"MD","MID","Midfielder","Uruguay","858","URY","UY",20689,"left","G. Ram\u00edrez","null"
"France","250","FRA","FR",86,"Ishak","","Belfodil","2443","1992-01-12",191,"FW","FWD","Forward","Algeria","12","DZA","DZ",20692,"right","I. Belfodil","null"
"Italy","380","ITA","IT",71,"Enzo Nicol\u00e1s","","P\u00e9rez","12069","1986-02-22",177,"MD","MID","Midfielder","Argentina","32","ARG","AR",86234,"right","E. P\u00e9rez","12274"
"Italy","380","ITA","IT",79,"Luca","","Caldirola","2443","1991-02-01",189,"DF","DEF","Defender","Italy","380","ITA","IT",20704,"left","L. Caldirola","null"
"Colombia","170","COL","CO",80,"Duv\u00e1n Esteban","","Zapata Banguera","3164","1991-04-01",186,"FW","FWD","Forward","Colombia","170","COL","CO",86243,"right","D. Zapata","null"
"Poland","616","POL","PL",89,"Bartosz","","Salamon","3204","1991-05-01",196,"DF","DEF","Defender","Poland","616","POL","PL",20723,"right","B. Salamon","null"
"Brazil","76","BRA","BR",81,"Jonathas Cristian","","de Jesus","5656","1989-03-06",190,"FW","FWD","Forward","Brazil","76","BRA","BR",20728,"right","Jonathas","null"
"Serbia","688","SRB","RS",79,"Nenad","","Tomovi\u0107","3165","1987-08-30",184,"DF","DEF","Defender","Serbia","688","SRB","RS",20748,"right","N. Tomovi\u0107","null"
"Italy","380","ITA","IT",75,"Andrea","","Bertolacci","3193","1991-01-11",179,"MD","MID","Midfielder","Italy","380","ITA","IT",20749,"left","A. Bertolacci","null"
"Colombia","170","COL","CO",71,"Juan Guillermo","","Cuadrado Bello","3159","1988-05-26",179,"MD","MID","Midfielder","Colombia","170","COL","CO",20751,"right","J. Cuadrado","12430"
"Brazil","76","BRA","BR",70,"Luiz","","de Ara\u00fajo Guimar\u00e3es Neto","3776","1996-06-02",175,"FW","FWD","Forward","Brazil","76","BRA","BR",250134,"left","Luiz Ara\u00fajo","null"
"Colombia","170","COL","CO",79,"Luis Fernando","","Muriel Fruto","680","1991-04-16",178,"FW","FWD","Forward","Colombia","170","COL","CO",20764,"right","L. Muriel","12430"
"Argentina","32","ARG","AR",78,"Lucas ","","Nahuel Castro","3165","1989-04-09",182,"MD","MID","Midfielder","Argentina","32","ARG","AR",86301,"right","L. Castro","null"
"Bosnia-Herzegovina","70","BIH","BA",85,"Haris","","Seferovi\u0107","9607","1992-02-22",185,"FW","FWD","Forward","Switzerland","756","CHE","CH",20766,"left","H. Seferovi\u0107","6697"
"Italy","380","ITA","IT",69,"Luciano","","Vietto","674","1993-12-05",173,"FW","FWD","Forward","Argentina","32","ARG","AR",86307,"right","L. Vietto","null"
"Italy","380","ITA","IT",72,"Bruno","","Zuculini","12069","1993-04-02",178,"MD","MID","Midfielder","Argentina","32","ARG","AR",86309,"right","B. Zuculini","null"
"Italy","380","ITA","IT",82,"Leandro","","Chichizola","714","1990-03-27",185,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",86319,"right","L. Chichizola","null"
"Italy","380","ITA","IT",81,"Germ\u00e1n Alejandro","","Pezzella","3176","1991-06-27",186,"DF","DEF","Defender","Argentina","32","ARG","AR",86328,"right","G. Pezzella","null"
"Italy","380","ITA","IT",72,"Mattia","","Destro","3166","1991-03-20",178,"FW","FWD","Forward","Italy","380","ITA","IT",20796,"right","M. Destro","null"
"Argentina","32","ARG","AR",84,"Lucas Ariel","","Ocampos","3771","1994-07-11",187,"FW","FWD","Forward","Argentina","32","ARG","AR",86338,"right","L. Ocampos","null"
"Spain","724","ESP","ES",78,"Mat\u00edas","","Aguirregaray Guruceaga","714","1989-04-01",175,"DF","DEF","Defender","Uruguay","858","URY","UY",20803,"right","M. Aguirregaray","null"
"Spain","724","ESP","ES",78,"Ezequiel","","Mu\u00f1oz","712","1990-10-08",185,"DF","DEF","Defender","Argentina","32","ARG","AR",20808,"right","E. Mu\u00f1oz","null"
"Italy","380","ITA","IT",84,"Mat\u00edas Agust\u00edn","","Silvestre","3164","1984-09-25",185,"DF","DEF","Defender","Argentina","32","ARG","AR",20811,"right","M. Silvestre","null"
"Ghana","288","GHA","GH",70,"Afriyie","","Acquah","3185","1992-01-05",179,"MD","MID","Midfielder","Ghana","288","GHA","GH",20812,"right","A. Acquah","null"
"Italy","380","ITA","IT",82,"Nereo","","Champagne","712","1985-01-20",189,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",86350,"right","N. Champagne","null"
"Italy","380","ITA","IT",72,"Andrea","","Barberis","3197","1993-12-11",177,"MD","MID","Midfielder","Italy","380","ITA","IT",20815,"right","A. Barberis","null"
"Italy","380","ITA","IT",79,"\u00c9dgar Osvaldo","","Barreto C\u00e1ceres","3164","1984-07-15",180,"MD","MID","Midfielder","Paraguay","600","PRY","PY",20816,"right","\u00c9. Barreto","null"
"Slovenia","705","SVN","SI",79,"Josip","","Ili\u010di\u0107","3172","1988-01-29",190,"FW","FWD","Forward","Bosnia-Herzegovina","70","BIH","BA",20820,"left","J. Ili\u010di\u0107","12046"
"Senegal","686","SEN","SN",68,"Nampalys","","Mendy","3775","1992-06-23",168,"MD","MID","Midfielder","France","250","FRA","FR",134542,"right","N. Mendy","null"
"Italy","380","ITA","IT",82,"Franco Dami\u00e1n","","V\u00e1zquez","680","1989-02-22",186,"MD","MID","Midfielder","Argentina","32","ARG","AR",20823,"left","F. V\u00e1zquez","null"
"Argentina","32","ARG","AR",87,"Jos\u00e9 Luis","","Palomino","3172","1990-01-05",188,"DF","DEF","Defender","Argentina","32","ARG","AR",86366,"left","J. Palomino","null"
"Italy","380","ITA","IT",82,"Andrea","","Consigli","3315","1987-01-27",189,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",20832,"right","A. Consigli","null"
"Italy","380","ITA","IT",82,"Andrea","","Masiello","3172","1985-02-05",184,"DF","DEF","Defender","Italy","380","ITA","IT",20841,"right","A. Masiello","null"
"Italy","380","ITA","IT",75,"Giacomo","","Bonaventura","3157","1989-08-22",180,"MD","MID","Midfielder","Italy","380","ITA","IT",20845,"right","G. Bonaventura","3757"
"Italy","380","ITA","IT",64,"Nicola","","Murru","3164","1994-12-16",180,"DF","DEF","Defender","Italy","380","ITA","IT",20869,"left","N. Murru","null"
"Italy","380","ITA","IT",75,"Daniele","","Dessena","3173","1987-05-10",183,"MD","MID","Midfielder","Italy","380","ITA","IT",20875,"right","D. Dessena","null"
"Sweden","752","SWE","SE",75,"Albin","","Ekdal","3164","1989-07-28",186,"MD","MID","Midfielder","Sweden","752","SWE","SE",20876,"right","A. Ekdal","7047"
"Indonesia","360","IDN","ID",77,"Radja","","Nainggolan","3158","1988-05-04",176,"MD","MID","Midfielder","Belgium","56","BEL","BE",20879,"right","R. Nainggolan","null"
"Italy","380","ITA","IT",68,"Pasquale","","Schiattarella","3204","1987-05-30",178,"MD","MID","Midfielder","Italy","380","ITA","IT",20911,"right","P. Schiattarella","null"
"Serbia","688","SRB","RS",92,"Vanja","","Milinkovi\u0107-Savi\u0107","3185","1997-02-20",202,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",283062,"right","V. Milinkovi\u0107-Savi\u0107","null"
"Brazil","76","BRA","BR",84,"Norberto","","Murara Neto","674","1989-07-19",190,"GK","GKP","Goalkeeper","Brazil","76","BRA","BR",20922,"right","Neto","null"
"Italy","380","ITA","IT",84,"Lorenzo","","De Silvestri","3185","1988-05-23",186,"DF","DEF","Defender","Italy","380","ITA","IT",20927,"right","L. De Silvestri","null"
"Italy","380","ITA","IT",75,"Felipe","","Dias da Silva dal Belo","3204","1984-07-31",188,"DF","DEF","Defender","Brazil","76","BRA","BR",20928,"left","Felipe","null"
"Serbia","688","SRB","RS",83,"Matija","","Nastasi\u0107","2449","1993-03-28",188,"DF","DEF","Defender","Serbia","688","SRB","RS",20932,"left","M. Nastasi\u0107","null"
"Italy","380","ITA","IT",72,"R\u00f4mulo ","","Souza Orestes Caldeira","3194","1987-05-22",178,"MD","MID","Midfielder","Brazil","76","BRA","BR",20935,"right","R\u00f4mulo","null"
"Switzerland","756","CHE","CH",78,"Valon","","Behrami","3163","1985-04-19",185,"MD","MID","Midfielder","Kosovo","0","XKS","",20938,"right","V. Behrami","6697"
"Serbia","688","SRB","RS",74,"Adem","","Ljaji\u0107","3185","1991-09-29",182,"FW","FWD","Forward","Serbia","688","SRB","RS",20941,"right","A. Ljaji\u0107","17322"
"Germany","276","DEU","DE",79,"Riccardo","","Montolivo","3157","1985-01-18",182,"MD","MID","Midfielder","Italy","380","ITA","IT",20943,"right","R. Montolivo","null"
"Italy","380","ITA","IT",78,"Alessio","","Cerci","3194","1987-07-23",180,"FW","FWD","Forward","Italy","380","ITA","IT",20947,"left","A. Cerci","null"
"Serbia","688","SRB","RS",79,"Stevan","","Joveti\u0107","19830","1989-11-02",183,"FW","FWD","Forward","Montenegro","499","MNE","ME",20948,"right","S. Joveti\u0107","17371"
"Italy","380","ITA","IT",71,"Ryder","","Matos Santos","3194","1993-02-27",180,"FW","FWD","Forward","Brazil","76","BRA","BR",20949,"right","Ryder Matos","null"
"Argentina","32","ARG","AR",63,"Ger\u00f3nimo Gast\u00f3n","","Poblete","3777","1993-01-02",173,"MD","MID","Midfielder","Argentina","32","ARG","AR",86486,"right","G. Poblete","null"
"Italy","380","ITA","IT",67,"Lucas Nicol\u00e1s","","Alario","2446","1992-10-08",178,"FW","FWD","Forward","Argentina","32","ARG","AR",86489,"right","L. Alario","null"
"Italy","380","ITA","IT",71,"Davide","","Di Gennaro","3162","1988-06-16",181,"MD","MID","Midfielder","Italy","380","ITA","IT",20972,"left","D. Di Gennaro","null"
"Albania","8","ALB","AL",70,"Elseid G\u00ebzim","","Hysaj","3187","1994-02-20",180,"DF","DEF","Defender","Albania","8","ALB","AL",21001,"right","E. Hysaj","8731"
"Italy","380","ITA","IT",79,"Vasco","","Regini","3164","1990-09-09",185,"DF","DEF","Defender","Italy","380","ITA","IT",21004,"left","V. Regini","null"
"Italy","380","ITA","IT",78,"Lorenzo","","Tonelli","3187","1990-01-17",183,"DF","DEF","Defender","Italy","380","ITA","IT",21006,"right","L. Tonelli","null"
"Italy","380","ITA","IT",71,"Mirko","","Valdifiori","3185","1986-04-21",185,"MD","MID","Midfielder","Italy","380","ITA","IT",21019,"right","M. Valdifiori","null"
"Italy","380","ITA","IT",73,"Riccardo","","Saponara","3176","1991-12-21",184,"MD","MID","Midfielder","Italy","380","ITA","IT",21025,"right","R. Saponara","null"
"Italy","380","ITA","IT",90,"Nicol\u00e1s Federico","","Spolli","3193","1983-02-20",193,"DF","DEF","Defender","Argentina","32","ARG","AR",21072,"right","N. Spolli","null"
"Italy","380","ITA","IT",68,"Alejandro Dar\u00edo","","G\u00f3mez","3172","1988-02-15",165,"FW","FWD","Forward","Argentina","32","ARG","AR",21077,"right","A. G\u00f3mez","null"
"Italy","380","ITA","IT",75,"Danilo","","D'Ambrosio","3161","1988-09-09",180,"DF","DEF","Defender","Italy","380","ITA","IT",21094,"right","D. D'Ambrosio","3757"
"Germany","276","DEU","DE",80,"Kamil","","Glik","19830","1988-02-03",190,"DF","DEF","Defender","Poland","616","POL","PL",21097,"right","K. Glik","13869"
"Italy","380","ITA","IT",83,"Alfred Benjamin","","Gomis","3204","1993-09-05",194,"GK","GKP","Goalkeeper","Senegal","686","SEN","SN",21098,"right","A. Gomis","19314"
"Italy","380","ITA","IT",75,"Mirco","","Antenucci","3204","1984-09-08",178,"FW","FWD","Forward","Italy","380","ITA","IT",21114,"right","M. Antenucci","null"
"Italy","380","ITA","IT",78,"Riccardo","","Meggiorini","3165","1985-09-04",182,"FW","FWD","Forward","Italy","380","ITA","IT",21119,"left","R. Meggiorini","null"
"Italy","380","ITA","IT",61,"Simone","","Verdi","3166","1992-07-12",171,"FW","FWD","Forward","Italy","380","ITA","IT",21123,"right","S. Verdi","3757"
"Italy","380","ITA","IT",77,"Carlo","","Pinsoglio","3159","1990-03-16",188,"GK","GKP","Goalkeeper","Italy","380","ITA","IT",21128,"left","C. Pinsoglio","null"
"Italy","380","ITA","IT",73,"Nicola","","Rigoni","3165","1990-11-12",185,"MD","MID","Midfielder","Italy","380","ITA","IT",21148,"right","N. Rigoni","null"
"Switzerland","756","CHE","CH",73,"Blerim","","D\u017eemaili","3166","1986-04-12",179,"MD","MID","Midfielder","Macedonia FYR","807","MKD","MK",21169,"right","B. D\u017eemaili","6697"
"Slovakia","703","SVK","SK",79,"Marek","","Ham\u0161\u00edk","3187","1987-07-27",183,"MD","MID","Midfielder","Slovakia","703","SVK","SK",21171,"right","M. Ham\u0161\u00edk","14496"
"Italy","380","ITA","IT",79,"Christian","","Maggio","3187","1982-02-11",184,"DF","DEF","Defender","Italy","380","ITA","IT",21173,"right","C. Maggio","null"
"Italy","380","ITA","IT",71,"Edinson Roberto","","Cavani G\u00f3mez","3767","1987-02-14",184,"FW","FWD","Forward","Uruguay","858","URY","UY",21174,"right","E. Cavani","15670"
"Macedonia FYR","807","MKD","MK",74,"Goran","","Pandev","3193","1983-07-27",184,"FW","FWD","Forward","Macedonia FYR","807","MKD","MK",21177,"left","G. Pandev","10073"
"Spain","724","ESP","ES",76,"Mauro Javier","","Dos Santos","712","1989-07-07",182,"DF","DEF","Defender","Argentina","32","ARG","AR",86716,"right","M. Dos Santos","null"
"Russia","643","RUS","RU",83,"Vladimir","","Gabulov","5072","1983-10-19",190,"GK","GKP","Goalkeeper","Russia","643","RUS","RU",101834,"right","V. Gabulov","14358"
"Italy","380","ITA","IT",65,"Nicol\u00e1s","","Tagliafico","9","1992-08-31",169,"DF","DEF","Defender","Argentina","32","ARG","AR",86722,"left","N. Tagliafico","12274"
"Argentina","32","ARG","AR",91,"Walter Daniel","","Ben\u00edtez","3775","1993-01-19",191,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",86745,"right","W. Ben\u00edtez","null"
"Italy","380","ITA","IT",72,"Andrea","","Belotti","3185","1993-12-20",181,"FW","FWD","Forward","Italy","380","ITA","IT",21234,"right","A. Belotti","3757"
"Trinidad and Tobago","780","TTO","TT",76,"Jadon","","Sancho","2447","2000-03-25",178,"MD","MID","Midfielder","England","0","XEN","",447223,"right","J. Sancho","2417"
"Spain","724","ESP","ES",82,"Lisandro Ezequiel","","L\u00f3pez","3161","1989-09-01",188,"DF","DEF","Defender","Argentina","32","ARG","AR",86785,"right","L. L\u00f3pez","null"
"Morocco","504","MAR","MA",61,"Mbark","","Boussoufa","16927","1984-08-15",168,"MD","MID","Midfielder","Netherlands","528","NLD","NL",101846,"right","M. Boussoufa","16216"
"Brazil","76","BRA","BR",69,"Matheus","","Pereira da Silva","5645","1998-02-25",181,"MD","MID","Midfielder","Brazil","76","BRA","BR",363991,"left","Matheus Pereira","null"
"Guinea","324","GIN","GN",88,"Abdoulaye","","Tour\u00e9","3770","1994-03-03",186,"MD","MID","Midfielder","France","250","FRA","FR",217874,"right","A. Tour\u00e9","null"
"Italy","380","ITA","IT",79,"Luca","","Antonelli","3157","1987-02-11",184,"DF","DEF","Defender","Italy","380","ITA","IT",21272,"left","L. Antonelli","null"
"Italy","380","ITA","IT",79,"Emiliano","","Moretti","3185","1981-06-11",182,"DF","DEF","Defender","Italy","380","ITA","IT",21279,"left","E. Moretti","null"
"Italy","380","ITA","IT",75,"Mario","","Sampirisi","3197","1992-10-31",188,"DF","DEF","Defender","Italy","380","ITA","IT",21280,"right","M. Sampirisi","null"
"Italy","380","ITA","IT",77,"Davide","","Biondini","3315","1983-01-24",180,"MD","MID","Midfielder","Italy","380","ITA","IT",21282,"right","D. Biondini","null"
"Italy","380","ITA","IT",78,"Stefano","","Sturaro","3159","1993-03-09",182,"MD","MID","Midfielder","Italy","380","ITA","IT",21290,"right","S. Sturaro","null"
"Slovenia","705","SVN","SI",81,"Valter","","Birsa","3165","1986-08-07",184,"MD","MID","Midfielder","Slovenia","705","SVN","SI",21291,"left","V. Birsa","12046"
"Mexico","484","MEX","MX",79,"Guido Hern\u00e1n","","Pizarro","680","1990-02-26",186,"MD","MID","Midfielder","Argentina","32","ARG","AR",86828,"right","G. Pizarro","null"
"Spain","724","ESP","ES",70,"Rodrigo Sebasti\u00e1n","","Palacio","3166","1982-02-05",176,"FW","FWD","Forward","Argentina","32","ARG","AR",21296,"right","R. Palacio","null"
"Italy","380","ITA","IT",85,"Nicolas David","","Andrade ","3194","1988-04-12",190,"GK","GKP","Goalkeeper","Brazil","76","BRA","BR",21298,"right","Nicolas","null"
"Italy","380","ITA","IT",80,"Rafael ","","de Andrade Bittencourt Pinheiro","3173","1982-03-03",187,"GK","GKP","Goalkeeper","Brazil","76","BRA","BR",21299,"left","Rafael","null"
"Russia","643","RUS","RU",73,"Oleg","","Shatov","14072","1990-07-29",173,"MD","MID","Midfielder","Russia","643","RUS","RU",101856,"right","O. Shatov","null"
"Iceland","352","ISL","IS",83,"Emil","","Hallfre\u00f0sson","3254","1984-06-29",185,"MD","MID","Midfielder","Iceland","352","ISL","IS",21314,"left","E. Hallfre\u00f0sson","7839"
"Italy","380","ITA","IT",65,"Jorge Luiz","","Frello Filho","3187","1991-12-20",180,"MD","MID","Midfielder","Brazil","76","BRA","BR",21315,"right","Jorginho","3757"
"Italy","380","ITA","IT",65,"Marco","","D'Alessandro","3219","1991-02-17",173,"FW","FWD","Forward","Italy","380","ITA","IT",21322,"right","M. D'Alessandro","null"
"Tunisia","788","TUN","TN",79,"Yohan","","Benalouane","1631","1987-03-28",185,"DF","DEF","Defender","France","250","FRA","FR",21333,"right","Y. Benalouane","16276"
"Switzerland","756","CHE","CH",79,"Steve","","von Bergen","6408","1983-06-10",182,"DF","DEF","Defender","Switzerland","756","CHE","CH",21342,"right","S. von Bergen","null"
"Italy","380","ITA","IT",82,"Marco","","Parolo","3162","1985-01-25",186,"MD","MID","Midfielder","Italy","380","ITA","IT",21350,"right","M. Parolo","null"
"Spain","724","ESP","ES",72,"Ignacio","","Monreal Eraso","1609","1986-02-26",179,"DF","DEF","Defender","Spain","724","ESP","ES",3560,"left","Nacho Monreal","1598"
"Italy","380","ITA","IT",80,"Marco","","Capuano","3197","1991-10-14",185,"DF","DEF","Defender","Italy","380","ITA","IT",21370,"left","M. Capuano","null"
"Italy","380","ITA","IT",85,"Simone","","Romagnoli","3166","1990-02-09",193,"DF","DEF","Defender","Italy","380","ITA","IT",21373,"right","S. Romagnoli","null"
"Italy","380","ITA","IT",72,"Gianluca","","Caprari","3164","1993-07-30",176,"FW","FWD","Forward","Italy","380","ITA","IT",21376,"right","G. Caprari","null"
